Name;ID;Description;SP
Protective;SID_守護者_使用不可;If foe initiates combat against Nil, grants Crit+10 to unit for 1 turn.;0
Rivalry;SID_負けず嫌い;When an ally within 2 spaces defeats a foe, grants Crit+10 to unit for 1 turn.;0
Rivalry;SID_負けず嫌い_発動演出;When an ally within 2 spaces defeats a foe, grants Crit+10 to unit for 1 turn.;0
Wounded Pride;SID_役に立ちたい_E001;When an ally within 2 spaces defeats a foe, grants Crit+10 to unit for 1 turn.;0
Wounded Pride;SID_役に立ちたい_発動演出;When an ally within 2 spaces defeats a foe, grants Crit+10 to unit for 1 turn.;0
Wounded Pride;SID_役に立ちたい_E002;When an ally within 2 spaces defeats a foe, grants Crit+10 to unit for 1 turn.;0
Wounded Pride;SID_役に立ちたい_E003;When an ally within 2 spaces defeats a foe, grants Crit+10 to unit for 1 turn.;0
Wounded Pride;SID_役に立ちたい_E004;When an ally within 2 spaces defeats a foe, grants Crit+10 to unit for 1 turn.;0
Rivalry;SID_負けず嫌い_E005;When an ally within 2 spaces defeats a foe, grants Crit+10 to unit for 1 turn.;0
Friendly Boost;SID_ムードメーカー;When unit defeats a foe, grants Hit+20 to allies within 2 spaces for 1 turn.;0
Survival Plan;SID_生存戦略;When there are more foes than allies within 3 spaces, grants Avo+20.;0
Knightly Code;SID_理想の騎士像;If foe initiates combat and unit is adjacent to an ally, unit takes 2 less damage.;0
Self-Defense;SID_保身;If unit uses Wait without attacking or using items, grants Str+2 for 1 turn.;0
Fierce Bloom;SID_戦場の花;Recovery items used by allies within 2 spaces heal +50% HP.;0
This Ends Here;SID_促す決着;If unit initiates combat, grants Hit+15 to unit and foe if foe is able to counterattack.;0
Show-Off;SID_能力誇示;When an ally within 2 spaces is attacked, grants Str+3 to unit for 1 turn.;0
Final Say;SID_傷をつけたわね;During combat with a foe who was also unit's most recent opponent, grants Hit+20.;0
Stealth Assist;SID_密かな支援;When unit uses a healing staff, grants range +1.;0
Dignity of Solm;SID_王の尊厳;Inflicts Crit-5 on foes within 3 spaces.;0
Dignity of Solm;SID_王の尊厳_効果;---;0
Wear Down;SID_殺戮者;During combat with a foe who was also unit's most recent opponent, inflicts Crit-10 on that foe.;0
Let Fly;SID_全弾発射;Use to perform a guaranteed-hit, area-of-effect attack at the start of the next player phase. Unit loses equipped weapon.;0
Let Fly;SID_全弾発射_演出;Use to perform a guaranteed-hit, area-of-effect attack at the start of the next player phase. Unit loses equipped weapon.;0
Enchant;SID_エンチャント;---;0
Convoy;SID_輸送隊;Use to deposit or retrieve weapons and items.;0
Miasma Domain;SID_瘴気の領域;At start of turn, applies miasma to terrain within 2 spaces of unit.;0
Frost Domain;SID_氷の領域;At start of turn, applies frost to terrain within 2 spaces of unit.;0
Pack Hunter;SID_異形狼連携;Allies of the same class as unit within 3 spaces participate in chain attacks.;0
Pack Hunter;SID_幻影狼連携;Allies of the same class as unit within 3 spaces participate in chain attacks.;0
Resist Emblems;SID_裏邪竜ノ娘_兵種スキル;When attacked with an engage attack, prevents 20% of damage.;0
Spur Emblems;SID_裏邪竜ノ子_兵種スキル;At start of player phase, fills adjacent allies' engage meters by 1.;0
Ignore Chain;SID_EN_HPの薬_効果_チェインアタック無効;0;0
Wt -50%;SID_EN_力の薬_効果_武器の重さ半減;---;0
Ignore Silence;SID_EN_魔力の薬_効果_サイレス無効;---;0
Reflect Phys.;SID_EN_守備の薬_効果;Reflect physical damage taken for 1 turn.;0
Reflect Magic;SID_EN_魔防の薬_効果;Reflect magic damage taken for 1 turn.;0
Ignore Break;SID_EN_技の薬_効果_ブレイク無効;---;0
Ignore Freeze;SID_EN_速さの薬_効果_フリーズ無効;---;0
Ignore Damage;SID_EN_幸運の薬_効果;30% chance to ignore damage for 1 turn.;0
Eff: Corrupted;SID_EN_聖水_発動演出;---;0
Survival;SID_EN_お弁当_防御時効果;---;0
Survival;SID_EN_お弁当_攻撃時効果;---;0
Sigil Protection;SID_受けるダメージ-50;Reduces damage taken and foe's critical hit chance by 50.;0
Bond Breaker+;SID_チェインアタック威力軽減＋;Makes enemy chain attack accuracy always 10%. Reduces damage taken.;0
Fallen Star;SID_戦技_落星_効果_命中０;---;0
