Name;ID;Initial Class;Age;Gender;Birth Month;Birth Day;Support Type;Innate Prof.;Sub Proficiency;Level;Internal Level;HP Base;Str Base;Mag Base;Dex Base;Spd Base;Def Base;Res Base;Lck Base;Bld Base;Mov Base;SP;HP Growth;Str Growth;Mag Growth;Dex Growth;Spd Growth;Def Growth;Res Growth;Lck Growth;Bld Growth;HP Cap+;Str Cap+;Mag Cap+;Dex Cap+;Spd Cap+;Def Cap+;Res Cap+;Lck Cap+;Common Skills;Normal Skills;Hard Skills;Maddening Skills;Engage Skills;Origin;Description;HP Base Hard;Str Base Hard;Mag Base Hard;Dex Base Hard;Spd Base Hard;Def Base Hard;Res Base Hard;Lck Base Hard;Bld Base Hard;Mov Base Hard;HP Base Maddening;Str Base Maddening;Mag Base Maddening;Dex Base Maddening;Spd Base Maddening;Def Base Maddening;Res Base Maddening;Lck Base Maddening;Bld Base Maddening;Mov Base Maddening
Firenese Villager;PID_??????_???2;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_??????_???3;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_??????_???4;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_??????_???5;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_??????_???6;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_??????_???1;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_??????_???2;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_??????_???3;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_??????_???4;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_??????_???5;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_??????_???6;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???1;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???2;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???3;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???4;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???5;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???6;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???7;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???8;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???9;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???1;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???2;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???3;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???4;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???5;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???6;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???7;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???8;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???9;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???1;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???2;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???3;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???4;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???5;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???6;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???1;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???2;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???3;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???4;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???5;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???6;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???1;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???2;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???3;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???4;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???5;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Solmic Villager;PID_?????_???6;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Soldier;PID_??????_???????1;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Firenese Soldier;PID_??????_???????2;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Firenese Soldier;PID_??????_???????3;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Firenese Soldier;PID_??????_???????4;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Firenese Soldier;PID_??????_???????5;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Firenese Soldier;PID_??????_???????6;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Firenese Soldier;PID_??????_???????7;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Firenese Soldier;PID_??????_???????8;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Firenese Soldier;PID_??????_???????9;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Firenese Soldier;PID_??????_???????10;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Firenese Soldier;PID_??????_??????1;Sword Cavalier;---;Male;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Firenese Soldier;PID_??????_??????2;Sword Cavalier;---;Male;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Firenese Soldier;PID_??????_??????3;Sword Cavalier;---;Female;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Firenese Soldier;PID_??????_??????4;Sword Cavalier;---;Female;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Firenese Soldier;PID_??????_???1;Martial Monk;---;Male;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Firenese Soldier;PID_??????_???2;Martial Monk;---;Male;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Firenese Soldier;PID_??????_???3;Martial Monk;---;Female;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Firenese Soldier;PID_??????_???4;Martial Monk;---;Female;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Firenese Soldier;PID_??????_???1;Mage;---;Male;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Firenese Soldier;PID_??????_???2;Mage;---;Male;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Firenese Soldier;PID_??????_???3;Mage;---;Female;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Firenese Soldier;PID_??????_???4;Mage;---;Female;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Firenese Soldier;PID_??????_?????1;Archer;---;Male;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Firenese Soldier;PID_??????_?????2;Archer;---;Male;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Firenese Soldier;PID_??????_?????3;Archer;---;Female;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Firenese Soldier;PID_??????_?????4;Archer;---;Female;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Firenese army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Brodian Soldier;PID_???????_???????1;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Brodian Soldier;PID_???????_???????2;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Brodian Soldier;PID_???????_???????3;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Brodian Soldier;PID_???????_???????4;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Brodian Soldier;PID_???????_???????5;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Brodian Soldier;PID_???????_???????6;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Brodian Soldier;PID_???????_???????7;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
